timestamp,cpu_usage,memory_usage,process_name,pid,process_cpu,process_memory
1751953963,16.1,78.6,System Idle Process,0,682.4,4.836995664600786e-05
1751953963,16.1,78.6,System,4,6.7,0.049119690974020976
1751953963,16.1,78.6,MsMpEng.exe,5904,5.4,1.852351674737194
1751953963,16.1,78.6,Code.exe,6032,1.6,1.1284469035730402
1751953963,16.1,78.6,Code.exe,12184,1.0,1.6410958890857548
1751953963,16.1,78.6,ChatGPT.exe,15708,2.9,1.009335885332246
1751953963,16.1,78.6,msedgewebview2.exe,17052,1.9,0.535358680158015
1751953963,16.1,78.6,explorer.exe,18404,2.1,2.544162979666721
1751953963,16.1,78.6,dwm.exe,18536,10.3,0.9036233450823957
1751953963,16.1,78.6,WmiPrvSE.exe,18728,1.0,0.08696918204952213
1751953963,16.1,78.6,python.exe,19460,8.4,0.4766859227464075
1751953963,16.1,78.6,Spotify.exe,25136,5.8,1.6476258332329659
1751953963,16.1,78.6,Spotify.exe,25920,1.0,2.473228438245351
1751953963,16.1,78.6,audiodg.exe,27064,5.3,0.1243833435152092
1751953963,16.1,78.6,Code.exe,27800,1.9,1.7606180519580399
1751953963,16.1,78.6,msedgewebview2.exe,28996,24.1,0.9529123309046779
1751953963,16.1,78.6,msedgewebview2.exe,29216,5.1,2.5759662261614715
1751953969,30.8,79.1,System Idle Process,0,657.0,4.836995664600786e-05
1751953969,30.8,79.1,System,4,4.3,0.049119690974020976
1751953969,30.8,79.1,svchost.exe,1536,1.2,0.104600031246992
1751953969,30.8,79.1,svchost.exe,1940,2.2,0.07884302933299281
1751953969,30.8,79.1,svchost.exe,4632,1.0,0.08883142538039343
1751953969,30.8,79.1,MsMpEng.exe,5904,18.3,1.8904430155959253
1751953969,30.8,79.1,Code.exe,6032,3.1,1.16934370191724
1751953969,30.8,79.1,ChatGPT.exe,15708,1.9,1.008948925679078
1751953969,30.8,79.1,explorer.exe,18404,4.3,2.5461219629108847
1751953969,30.8,79.1,dwm.exe,18536,16.9,0.9477851155002011
1751953969,30.8,79.1,WmiPrvSE.exe,18728,1.0,0.08752543655095121
1751953969,30.8,79.1,Code.exe,18856,2.1,1.0139068462352936
1751953969,30.8,79.1,python.exe,19460,8.6,0.47859653603392477
1751953969,30.8,79.1,chrome.exe,22484,8.1,0.917191117921601
1751953969,30.8,79.1,Spotify.exe,25136,2.8,1.6471663186448284
1751953969,30.8,79.1,audiodg.exe,27064,3.3,0.1243833435152092
1751953969,30.8,79.1,Code.exe,27800,5.5,1.7767978024561297
1751953969,30.8,79.1,msedgewebview2.exe,28996,18.0,0.9531058107312619
1751953969,30.8,79.1,msedgewebview2.exe,29216,5.0,2.573064028762711
1751953976,23.0,81.6,System Idle Process,0,620.4,4.836995664600786e-05
1751953976,23.0,81.6,System,4,14.9,0.049119690974020976
1751953976,23.0,81.6,MemCompression,3644,2.1,2.8778673105675296
1751953976,23.0,81.6,MsMpEng.exe,5904,11.2,1.9344596761437922
1751953976,23.0,81.6,chrome.exe,9440,4.4,1.483385645441446
1751953976,23.0,81.6,svchost.exe,12920,1.2,0.2185112791483405
1751953976,23.0,81.6,msedge.exe,14936,3.7,0.8666203282481999
1751953976,23.0,81.6,explorer.exe,18404,13.7,2.553861155974246
1751953976,23.0,81.6,dwm.exe,18536,16.7,1.039688033127616
1751953976,23.0,81.6,WmiPrvSE.exe,18728,1.2,0.0874045116593362
1751953976,23.0,81.6,python.exe,19460,10.9,0.4791044205787079
1751953976,23.0,81.6,chrome.exe,19528,1.2,0.4168764713536187
1751953976,23.0,81.6,msedge.exe,20448,4.6,0.2563607702238417
1751953976,23.0,81.6,msedge.exe,21876,9.0,1.1103081698307875
1751953976,23.0,81.6,Spotify.exe,25136,1.9,1.6473839834497357
1751953976,23.0,81.6,msedge.exe,25820,12.3,0.9488250695680902
1751953976,23.0,81.6,audiodg.exe,27064,3.2,0.1243833435152092
1751953976,23.0,81.6,msedgewebview2.exe,28996,16.5,0.9531299957095849
1751953976,23.0,81.6,msedgewebview2.exe,29216,6.5,2.5679126283799114
1751953983,20.8,84.5,System Idle Process,0,517.2,4.836995664600786e-05
1751953983,20.8,84.5,System,4,16.7,0.049143875952343985
1751953983,20.8,84.5,services.exe,1128,1.4,0.04945828067054304
1751953983,20.8,84.5,lsass.exe,1156,1.2,0.12571351732297442
1751953983,20.8,84.5,svchost.exe,1372,1.4,0.2068299346183296
1751953983,20.8,84.5,chrome.exe,1408,12.5,1.4532995324076292
1751953983,20.8,84.5,svchost.exe,1536,3.0,0.10215734843636859
1751953983,20.8,84.5,svchost.exe,1940,1.4,0.07884302933299281
1751953983,20.8,84.5,svchost.exe,2256,3.2,0.13084073272745125
1751953983,20.8,84.5,MemCompression,3644,2.1,2.8838651851916346
1751953983,20.8,84.5,svchost.exe,4496,2.1,0.1617975049808963
1751953983,20.8,84.5,MsMpEng.exe,5904,8.5,1.950494316771944
1751953983,20.8,84.5,chrome.exe,9440,17.4,1.5182603841832176
1751953983,20.8,84.5,ApplicationFrameHost.exe,10648,2.0,0.2936540067979137
1751953983,20.8,84.5,svchost.exe,12920,1.8,0.2185112791483405
1751953983,20.8,84.5,ChatGPT.exe,15708,2.0,1.0099888797469672
1751953983,20.8,84.5,chrome.exe,16732,44.7,2.28949515792549
1751953983,20.8,84.5,explorer.exe,18404,8.2,2.557367977831081
1751953983,20.8,84.5,dwm.exe,18536,29.9,1.1020369072443201
1751953983,20.8,84.5,python.exe,19460,14.6,0.47920116049199984
1751953983,20.8,84.5,chrome.exe,19528,4.4,0.4201656284055473
1751953983,20.8,84.5,msedge.exe,21876,4.2,1.13802415498895
1751953983,20.8,84.5,notepad++.exe,23060,1.1,0.5503533667182774
1751953983,20.8,84.5,Spotify.exe,25136,1.3,1.6468277289483066
1751953983,20.8,84.5,ctfmon.exe,25316,1.5,0.17229378557308
1751953983,20.8,84.5,msedge.exe,25820,3.3,0.9363939907100662
1751953983,20.8,84.5,audiodg.exe,27064,4.0,0.12503633792993032
1751953983,20.8,84.5,msedgewebview2.exe,28996,12.6,0.9889963185625997
1751953983,20.8,84.5,msedgewebview2.exe,29216,5.5,2.578795868625263
1751953990,41.2,85.0,System Idle Process,0,471.5,4.836995664600786e-05
1751953990,41.2,85.0,System,4,17.5,0.049143875952343985
1751953990,41.2,85.0,chrome.exe,1408,34.1,2.536302861711745
1751953990,41.2,85.0,MemCompression,3644,16.3,3.4260923991933825
1751953990,41.2,85.0,MsMpEng.exe,5904,4.9,1.9278329920832893
1751953990,41.2,85.0,chrome.exe,9440,44.7,1.6966245993153717
1751953990,41.2,85.0,Spotify.exe,12216,1.3,0.26356789376409684
1751953990,41.2,85.0,ChatGPT.exe,15708,1.6,1.0099888797469672
1751953990,41.2,85.0,chrome.exe,16732,6.9,1.575457857917122
1751953990,41.2,85.0,explorer.exe,18404,1.3,2.5573921628094043
1751953990,41.2,85.0,dwm.exe,18536,19.7,1.0657836247381371
1751953990,41.2,85.0,WmiPrvSE.exe,18728,1.1,0.08769473139921224
1751953990,41.2,85.0,chrome.exe,18812,38.8,1.3685553683638234
1751953990,41.2,85.0,python.exe,19460,13.7,0.48033785447318106
1751953990,41.2,85.0,chrome.exe,19528,9.6,0.4297428798214568
1751953990,41.2,85.0,Spotify.exe,25136,3.8,1.6461021795986166
1751953990,41.2,85.0,ctfmon.exe,25316,2.9,0.172317970551403
1751953990,41.2,85.0,audiodg.exe,27064,3.8,0.12503633792993032
1751953990,41.2,85.0,msedgewebview2.exe,28996,17.7,0.9889963185625997
1751953990,41.2,85.0,msedgewebview2.exe,29216,6.7,2.5812385514358867
1751953997,19.1,85.5,System Idle Process,0,584.7,4.836995664600786e-05
1751953997,19.1,85.5,System,4,16.3,0.049143875952343985
1751953997,19.1,85.5,chrome.exe,1408,23.3,2.45421904528347
1751953997,19.1,85.5,TextInputHost.exe,3568,1.1,1.580705998213214
1751953997,19.1,85.5,MsMpEng.exe,5904,2.3,1.7196970686355173
1751953997,19.1,85.5,chrome.exe,9440,22.3,1.6691746489187622
1751953997,19.1,85.5,ChatGPT.exe,15708,3.2,1.010037249703613
1751953997,19.1,85.5,explorer.exe,18404,1.6,2.5574405327660505
1751953997,19.1,85.5,dwm.exe,18536,19.1,1.22634769582456
1751953997,19.1,85.5,WmiPrvSE.exe,18728,1.1,0.08771891637753526
1751953997,19.1,85.5,chrome.exe,18812,4.3,1.416369070508402
1751953997,19.1,85.5,python.exe,19460,13.0,0.4805555192780881
1751953997,19.1,85.5,chrome.exe,19528,2.0,0.41960937390411823
1751953997,19.1,85.5,msedge.exe,21876,1.6,1.1399589532547902
1751953997,19.1,85.5,chrome.exe,24520,16.2,0.7746690406641389
1751953997,19.1,85.5,Spotify.exe,25136,3.2,1.6453040753139574
1751953997,19.1,85.5,ctfmon.exe,25316,1.6,0.172317970551403
1751953997,19.1,85.5,chrome.exe,25612,21.6,1.3929821964700573
1751953997,19.1,85.5,audiodg.exe,27064,5.4,0.12493959801663829
1751953997,19.1,85.5,msedgewebview2.exe,28996,19.6,0.9859973812505471
1751953997,19.1,85.5,msedgewebview2.exe,29216,5.4,2.5821092106555144
1751954004,21.7,82.6,System Idle Process,0,634.8,4.836995664600786e-05
1751954004,21.7,82.6,System,4,9.9,0.049143875952343985
1751954004,21.7,82.6,chrome.exe,1408,10.3,2.1192087255532193
1751954004,21.7,82.6,svchost.exe,1940,2.2,0.0788188443546698
1751954004,21.7,82.6,MsMpEng.exe,5904,5.1,1.728524585723414
1751954004,21.7,82.6,chrome.exe,9440,8.1,1.6290033999242528
1751954004,21.7,82.6,Code.exe,12184,1.3,1.642305138001905
1751954004,21.7,82.6,ChatGPT.exe,15708,2.9,1.010061434681936
1751954004,21.7,82.6,explorer.exe,18404,3.1,2.5572470529394664
1751954004,21.7,82.6,dwm.exe,18536,18.8,1.1224973989055813
1751954004,21.7,82.6,Code.exe,18856,2.2,1.0115367183596393
1751954004,21.7,82.6,python.exe,19460,13.8,0.48060388923473407
1751954004,21.7,82.6,WUDFHost.exe,20944,2.9,0.039929399211279484
1751954004,21.7,82.6,Spotify.exe,25136,1.6,1.6443850461376832
1751954004,21.7,82.6,audiodg.exe,27064,3.6,0.12493959801663829
1751954004,21.7,82.6,Code.exe,27800,10.5,1.7877535976364503
1751954004,21.7,82.6,msedgewebview2.exe,28996,19.6,0.9703255152972406
1751954004,21.7,82.6,msedgewebview2.exe,29216,4.0,2.5825687252436516
1751954011,28.3,81.7,System Idle Process,0,623.1,4.836995664600786e-05
1751954011,28.3,81.7,System,4,30.1,0.049143875952343985
1751954011,28.3,81.7,svchost.exe,1536,1.1,0.10967887669482282
1751954011,28.3,81.7,svchost.exe,2256,1.1,0.13507310393397695
1751954011,28.3,81.7,svchost.exe,4632,2.1,0.09008904425318963
1751954011,28.3,81.7,MsMpEng.exe,5904,7.9,1.8245147646874165
1751954011,28.3,81.7,Code.exe,6032,2.1,1.1356540271132955
1751954011,28.3,81.7,chrome.exe,9440,2.8,1.6242389591946211
1751954011,28.3,81.7,EXCEL.EXE,15444,1.4,1.465053431872609
1751954011,28.3,81.7,ChatGPT.exe,15708,2.3,1.010061434681936
1751954011,28.3,81.7,chrome.exe,16732,10.5,1.5789404947956345
1751954011,28.3,81.7,explorer.exe,18404,12.8,2.6112037395780883
1751954011,28.3,81.7,dwm.exe,18536,19.9,1.0990379699322677
1751954011,28.3,81.7,python.exe,19460,10.3,0.48065225919138005
1751954011,28.3,81.7,csrss.exe,21676,1.2,0.028707569269405667
1751954011,28.3,81.7,Spotify.exe,25136,2.1,1.643514386918055
1751954011,28.3,81.7,audiodg.exe,27064,5.2,0.12493959801663829
1751954011,28.3,81.7,Code.exe,27800,4.0,1.7539188129625678
1751954011,28.3,81.7,msedgewebview2.exe,28996,16.4,0.9591520553120129
1751954011,28.3,81.7,msedgewebview2.exe,29216,5.9,2.583318459571665
1751954104,12.0,79.8,System Idle Process,0,693.4,4.836995664600786e-05
1751954104,12.0,79.8,System,4,4.0,0.04916806093066699
1751954104,12.0,79.8,MsMpEng.exe,5904,1.2,1.773145870729356
1751954104,12.0,79.8,Code.exe,6032,1.6,1.015793274544488
1751954104,12.0,79.8,EXCEL.EXE,15444,1.2,1.5533286027515734
1751954104,12.0,79.8,ChatGPT.exe,15708,1.4,1.0080298965028038
1751954104,12.0,79.8,python.exe,16452,8.6,0.4788142008388318
1751954104,12.0,79.8,dwm.exe,18536,16.0,1.175172281693084
1751954104,12.0,79.8,chrome.exe,19528,1.0,0.4057271963467139
1751954104,12.0,79.8,Spotify.exe,25136,2.2,1.6500201460869433
1751954104,12.0,79.8,audiodg.exe,27064,4.8,0.12440752849353222
1751954104,12.0,79.8,Code.exe,27800,3.1,1.7521049395883428
1751954104,12.0,79.8,msedgewebview2.exe,28996,22.6,0.28731754247728664
1751954104,12.0,79.8,msedgewebview2.exe,29216,5.0,0.4660203473059627
1751954111,11.8,79.8,System Idle Process,0,687.3,4.836995664600786e-05
1751954111,11.8,79.8,System,4,6.5,0.04916806093066699
1751954111,11.8,79.8,MsMpEng.exe,5904,3.8,1.7830133418851417
1751954111,11.8,79.8,Code.exe,6032,2.9,1.1285436434863323
1751954111,11.8,79.8,svchost.exe,7764,1.0,0.10791337327724353
1751954111,11.8,79.8,ChatGPT.exe,15708,1.2,1.00880381580914
1751954111,11.8,79.8,python.exe,16452,7.7,0.47990252486336693
1751954111,11.8,79.8,chrome.exe,16732,5.8,1.4363458626032035
1751954111,11.8,79.8,explorer.exe,18404,1.7,2.407009967596966
1751954111,11.8,79.8,dwm.exe,18536,15.6,1.1720524194894164
1751954111,11.8,79.8,Spotify.exe,25136,5.0,1.6498750362170052
1751954111,11.8,79.8,Spotify.exe,25920,1.0,2.4881263848923214
1751954111,11.8,79.8,audiodg.exe,27064,5.5,0.12440752849353222
1751954111,11.8,79.8,Code.exe,27800,2.2,1.7560954610116384
1751954111,11.8,79.8,msedgewebview2.exe,28996,25.0,0.2882123866752378
1751954111,11.8,79.8,msedgewebview2.exe,29216,4.6,0.46747144600534296
1751954117,10.9,79.7,System Idle Process,0,701.9,4.836995664600786e-05
1751954117,10.9,79.7,System,4,4.3,0.04916806093066699
1751954117,10.9,79.7,MsMpEng.exe,5904,3.6,1.772758911076188
1751954117,10.9,79.7,Code.exe,6032,1.9,1.1402975429513122
1751954117,10.9,79.7,EXCEL.EXE,15444,1.0,1.5215253562568232
1751954117,10.9,79.7,ChatGPT.exe,15708,2.6,1.008465226112618
1751954117,10.9,79.7,python.exe,16452,8.1,0.479999264776659
1751954117,10.9,79.7,explorer.exe,18404,1.2,2.405970013529077
1751954117,10.9,79.7,dwm.exe,18536,16.5,1.1720766044677395
1751954117,10.9,79.7,WmiPrvSE.exe,18728,1.0,0.08709010694113715
1751954117,10.9,79.7,Spotify.exe,25136,3.3,1.6498750362170052
1751954117,10.9,79.7,audiodg.exe,27064,4.5,0.12440752849353222
1751954117,10.9,79.7,Code.exe,27800,1.0,1.7571596000578504
1751954117,10.9,79.7,msedgewebview2.exe,28996,22.6,0.2887202712200209
1751954117,10.9,79.7,msedgewebview2.exe,29216,4.0,0.46865650994317015
1751954124,7.2,79.8,System Idle Process,0,703.9,4.836995664600786e-05
1751954124,7.2,79.8,System,4,4.5,0.04916806093066699
1751954124,7.2,79.8,MsMpEng.exe,5904,3.1,1.6972292237734468
1751954124,7.2,79.8,Code.exe,6032,3.1,1.143973659656409
1751954124,7.2,79.8,ChatGPT.exe,15708,1.4,1.0081024514377728
1751954124,7.2,79.8,python.exe,16452,7.9,0.48002344975498196
1751954124,7.2,79.8,explorer.exe,18404,1.2,2.4059216435724307
1751954124,7.2,79.8,dwm.exe,18536,15.6,1.1721007894460624
